# Layer 1 Moyo/Invasion calibration table
# generated_utc=2026-03-13T04:33:29.858151+00:00
# motifs=moyo,invasion tail_moves=15 visits=5
# files_processed=45 files_skipped_no_moves=0 rows=506

motif    | sgf            | mode         | move | clr | coord | dscore | dwr_pct | prank | pprob | own_here | entered | moyo | dmoyo | near_f | adj_f | adj_e | self_lib | enemy_lib | triggers                                                              
---------+----------------+--------------+------+-----+-------+--------+---------+-------+-------+----------+---------+------+-------+--------+-------+-------+----------+-----------+-----------------------------------------------------------------------
invasion | invasion1.sgf  | game_tail    | 8    | W   | C5    | 0.00   | 0.27    | 0     | 0.864 | -0.819   | N       | 11   | 7     | 1      | 1     | 1     | 5        | 3         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 9    | B   | D6    | -0.08  | -0.25   | 0     | 0.950 | 0.675    | N       | 4    | -7    | 1      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 10   | W   | C7    | -0.02  | 0.67    | 0     | 0.627 | -0.817   | N       | 11   | 7     | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 11   | B   | O4    | -0.13  | -0.35   | 4     | 0.000 | 0.808    | N       | 5    | -6    | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 12   | W   | R9    | -0.25  | -1.71   | 4     | 0.000 | -0.572   | N       | 11   | 6     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 13   | B   | F17   | -0.01  | -0.18   | 0     | 0.329 | 0.564    | N       | 5    | -6    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 14   | W   | H17   | -0.04  | -1.30   | 3     | 0.000 | -0.595   | N       | 12   | 7     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 15   | B   | C14   | -0.05  | -0.70   | 3     | 0.000 | 0.464    | Y       | 5    | -7    | 0      | 0     | 0     | 4        | 0         | invasion_or_reduction                                                 
invasion | invasion1.sgf  | game_tail    | 16   | W   | F16   | -0.06  | -0.61   | 1     | 0.563 | -0.749   | N       | 11   | 6     | 2      | 0     | 1     | 3        | 3         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 17   | B   | D7    | -0.35  | -2.50   | 3     | 0.000 | 0.870    | N       | 7    | -4    | 2      | 1     | 1     | 6        | 3         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 18   | W   | C8    | 0.03   | 0.73    | 0     | 0.935 | -0.747   | N       | 15   | 8     | 1      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 19   | B   | D8    | -0.02  | 0.22    | 0     | 0.583 | 0.902    | N       | 7    | -8    | 2      | 1     | 1     | 7        | 4         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 20   | W   | D3    | -0.31  | -2.83   | 4     | 0.000 | -0.813   | N       | 21   | 14    | 2      | 0     | 1     | 3        | 3         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 21   | B   | E2    | -0.11  | -1.34   | 2     | 0.000 | 0.848    | N       | 10   | -11   | 1      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion1.sgf  | game_tail    | 22   | W   | L3    | -0.10  | -0.85   | 3     | 0.000 | -0.596   | N       | 14   | 4     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 58   | W   | E14   | 0.28   | 1.86    | 0     | 0.997 | -0.892   | N       | 25   | 4     | 4      | 1     | 0     | 3        | 0         | moyo_formed                                                           
invasion | invasion10.sgf | game_tail    | 59   | B   | C15   | 0.09   | 0.28    | 0     | 0.729 | -0.056   | Y       | 24   | -1    | 3      | 2     | 0     | 4        | 0         | connection_attempt                                                    
invasion | invasion10.sgf | game_tail    | 60   | W   | E15   | -0.53  | -1.95   | 0     | 0.922 | -0.931   | Y       | 24   | 0     | 4      | 1     | 1     | 4        | 3         | -                                                                     
invasion | invasion10.sgf | game_tail    | 61   | B   | B11   | 0.58   | 2.97    | 0     | 0.955 | 0.832    | N       | 26   | 2     | 3      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 62   | W   | D12   | -0.35  | -2.41   | 0     | 0.485 | -0.764   | N       | 25   | -1    | 5      | 1     | 1     | 4        | 1         | atari_created                                                         
invasion | invasion10.sgf | game_tail    | 63   | B   | D11   | 0.54   | 3.00    | 0     | 0.737 | 0.907    | N       | 26   | 1     | 5      | 2     | 1     | 7        | 3         | connection_attempt                                                    
invasion | invasion10.sgf | game_tail    | 64   | W   | B13   | -1.84  | -18.60  | 2     | 0.000 | -0.925   | N       | 32   | 6     | 4      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 65   | B   | B7    | 0.08   | 1.04    | 0     | 0.942 | 0.844    | Y       | 35   | 3     | 4      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion10.sgf | game_tail    | 66   | W   | D17   | 0.09   | 0.54    | 2     | 0.000 | -0.965   | N       | 44   | 9     | 2      | 1     | 0     | 5        | 0         | tenuki_after_forcing,moyo_formed                                      
invasion | invasion10.sgf | game_tail    | 67   | B   | N17   | -0.15  | -1.56   | 0     | 0.588 | 0.872    | N       | 35   | -9    | 2      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 68   | W   | N18   | -0.09  | -1.11   | 0     | 0.952 | -0.846   | N       | 43   | 8     | 2      | 1     | 1     | 4        | 3         | moyo_formed                                                           
invasion | invasion10.sgf | game_tail    | 69   | B   | M17   | -0.01  | -0.36   | 0     | 0.694 | 0.858    | N       | 35   | -8    | 2      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 70   | W   | O15   | -1.11  | -12.34  | 2     | 0.000 | -0.232   | N       | 43   | 8     | 2      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion10.sgf | game_tail    | 71   | B   | Q13   | -0.89  | -9.30   | 2     | 0.000 | 0.888    | N       | 35   | -8    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion10.sgf | game_tail    | 72   | W   | R8    | -0.16  | -1.20   | 2     | 0.000 | -0.329   | N       | 44   | 9     | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion11.sgf | position_all | 1    | W   | R7    | 0.05   | 0.49    | 1     | 0.354 | -0.440   | N       | 13   | 13    | 4      | 2     | 0     | 6        | 0         | connection_attempt                                                    
invasion | invasion12.sgf | game_tail    | 37   | B   | D3    | -0.04  | -0.30   | 1     | 0.332 | 0.874    | N       | 31   | 9     | 3      | 0     | 1     | 3        | 2         | moyo_formed                                                           
invasion | invasion12.sgf | game_tail    | 38   | W   | E7    | -0.03  | 0.05    | 0     | 0.677 | -0.897   | N       | 37   | 6     | 4      | 1     | 1     | 6        | 0         | capture                                                               
invasion | invasion12.sgf | game_tail    | 39   | B   | C17   | 0.12   | 1.04    | 0     | 0.576 | -0.537   | N       | 30   | -7    | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
invasion | invasion12.sgf | game_tail    | 40   | W   | C16   | 0.06   | 0.48    | 0     | 0.539 | -0.972   | N       | 47   | 17    | 1      | 1     | 1     | 5        | 3         | moyo_formed                                                           
invasion | invasion12.sgf | game_tail    | 41   | B   | D17   | 0.00   | -0.29   | 0     | 0.974 | -0.716   | N       | 29   | -18   | 1      | 1     | 1     | 4        | 4         | -                                                                     
invasion | invasion12.sgf | game_tail    | 42   | W   | E17   | 0.04   | 0.62    | 0     | 0.923 | -0.943   | N       | 47   | 18    | 2      | 0     | 1     | 3        | 3         | moyo_formed                                                           
invasion | invasion12.sgf | game_tail    | 43   | B   | E18   | -0.02  | -0.24   | 0     | 0.978 | 0.646    | N       | 31   | -16   | 2      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion12.sgf | game_tail    | 44   | W   | F18   | 0.04   | 0.73    | 0     | 0.889 | 0.567    | N       | 47   | 16    | 2      | 0     | 1     | 3        | 2         | moyo_formed                                                           
invasion | invasion12.sgf | game_tail    | 45   | B   | F17   | -0.17  | -1.57   | 0     | 0.990 | 0.583    | N       | 31   | -16   | 2      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
invasion | invasion12.sgf | game_tail    | 46   | W   | E16   | -0.02  | -0.43   | 0     | 0.997 | -0.965   | N       | 47   | 16    | 4      | 2     | 0     | 5        | 0         | connection_attempt,moyo_formed                                        
invasion | invasion12.sgf | game_tail    | 47   | B   | G18   | 0.08   | 0.97    | 0     | 0.997 | 0.620    | N       | 31   | -16   | 2      | 0     | 1     | 3        | 1         | atari_created                                                         
invasion | invasion12.sgf | game_tail    | 48   | W   | D18   | -0.10  | -0.93   | 0     | 0.982 | -0.886   | N       | 48   | 17    | 5      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate,moyo_formed            
invasion | invasion12.sgf | game_tail    | 49   | B   | F19   | 0.01   | 0.22    | 0     | 0.997 | 0.559    | N       | 30   | -18   | 4      | 0     | 1     | 3        | 0         | capture                                                               
invasion | invasion12.sgf | game_tail    | 50   | W   | C18   | 0.01   | 0.03    | 0     | 0.997 | -0.882   | N       | 48   | 18    | 5      | 1     | 1     | 3        | 1         | atari_created,moyo_formed                                             
invasion | invasion12.sgf | game_tail    | 51   | B   | D11   | -0.63  | -5.48   | 2     | 0.000 | 0.536    | N       | 30   | -18   | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion13.sgf | game_tail    | 30   | W   | C3    | 0.01   | -0.08   | 0     | 0.980 | -0.754   | N       | 19   | 3     | 3      | 2     | 0     | 5        | 0         | connection_attempt                                                    
invasion | invasion13.sgf | game_tail    | 31   | B   | F4    | -0.32  | -2.61   | 2     | 0.000 | 0.765    | N       | 21   | 2     | 4      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
invasion | invasion13.sgf | game_tail    | 32   | W   | E5    | 0.05   | 0.49    | 0     | 0.997 | -0.933   | N       | 38   | 17    | 5      | 1     | 1     | 2        | 2         | weak_group_candidate,moyo_formed                                      
invasion | invasion13.sgf | game_tail    | 33   | B   | G3    | -0.02  | -0.02   | 0     | 0.697 | 0.883    | N       | 21   | -17   | 3      | 0     | 1     | 3        | 1         | atari_created                                                         
invasion | invasion13.sgf | game_tail    | 34   | W   | F5    | 0.09   | 1.27    | 0     | 0.739 | -0.905   | N       | 35   | 14    | 4      | 1     | 1     | 3        | 1         | atari_created,moyo_formed                                             
invasion | invasion13.sgf | game_tail    | 35   | B   | F2    | -0.17  | -1.78   | 0     | 0.820 | 0.889    | N       | 27   | -8    | 5      | 1     | 1     | 5        | 0         | capture                                                               
invasion | invasion13.sgf | game_tail    | 36   | W   | D6    | 0.03   | 0.67    | 0     | 0.878 | -0.948   | N       | 32   | 5     | 4      | 0     | 1     | 3        | 1         | atari_created                                                         
invasion | invasion13.sgf | game_tail    | 37   | B   | G5    | 0.01   | 0.36    | 0     | 0.856 | 0.826    | N       | 27   | -5    | 3      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion13.sgf | game_tail    | 38   | W   | B16   | -0.12  | -2.54   | 1     | 0.286 | -0.917   | Y       | 34   | 7     | 2      | 1     | 0     | 8        | 0         | tenuki_after_forcing                                                  
invasion | invasion13.sgf | game_tail    | 39   | B   | G18   | -0.06  | -0.50   | 0     | 0.852 | 0.823    | N       | 25   | -9    | 1      | 1     | 1     | 5        | 3         | -                                                                     
invasion | invasion13.sgf | game_tail    | 40   | W   | H17   | 0.12   | 2.03    | 0     | 0.757 | -0.740   | N       | 34   | 9     | 1      | 1     | 0     | 5        | 0         | moyo_formed                                                           
invasion | invasion13.sgf | game_tail    | 41   | B   | B17   | 0.00   | -0.09   | 0     | 0.771 | 0.819    | Y       | 28   | -6    | 2      | 1     | 1     | 5        | 7         | -                                                                     
invasion | invasion13.sgf | game_tail    | 42   | W   | H4    | -0.05  | -0.81   | 1     | 0.195 | -0.194   | N       | 34   | 6     | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion13.sgf | game_tail    | 43   | B   | G4    | 0.07   | 0.83    | 0     | 0.839 | 0.926    | N       | 27   | -7    | 6      | 3     | 1     | 5        | 3         | connection_attempt                                                    
invasion | invasion13.sgf | game_tail    | 44   | W   | P3    | -0.17  | -3.21   | 2     | 0.000 | -0.311   | N       | 35   | 8     | 0      | 0     | 1     | 3        | 3         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 52   | W   | N12   | -0.98  | -8.96   | 4     | 0.000 | -0.747   | N       | 49   | 8     | 1      | 0     | 1     | 3        | 3         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 53   | B   | N11   | 0.07   | 1.63    | 0     | 0.751 | 0.691    | N       | 42   | -7    | 1      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion14.sgf | game_tail    | 54   | W   | M12   | -0.09  | -1.58   | 0     | 0.371 | -0.825   | N       | 61   | 19    | 2      | 1     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 55   | B   | O13   | -0.16  | -1.67   | 0     | 0.432 | 0.872    | N       | 42   | -19   | 3      | 1     | 1     | 4        | 3         | -                                                                     
invasion | invasion14.sgf | game_tail    | 56   | W   | N14   | -0.15  | -1.02   | 0     | 0.738 | -0.910   | N       | 61   | 19    | 4      | 1     | 0     | 5        | 0         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 57   | B   | M11   | 0.03   | -0.23   | 2     | 0.156 | 0.834    | N       | 41   | -20   | 3      | 1     | 1     | 4        | 3         | -                                                                     
invasion | invasion14.sgf | game_tail    | 58   | W   | L11   | -0.08  | -0.45   | 4     | 0.000 | -0.845   | N       | 67   | 26    | 2      | 0     | 1     | 3        | 3         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 59   | B   | L10   | -0.13  | -0.92   | 0     | 0.710 | 0.762    | N       | 41   | -26   | 2      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion14.sgf | game_tail    | 60   | W   | K10   | -0.42  | -3.35   | 0     | 0.527 | -0.701   | N       | 69   | 28    | 2      | 0     | 1     | 3        | 2         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 61   | B   | L9    | -0.03  | -0.01   | 0     | 0.707 | 0.810    | Y       | 40   | -29   | 3      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion14.sgf | game_tail    | 62   | W   | K9    | -0.05  | -0.64   | 2     | 0.231 | -0.707   | Y       | 69   | 29    | 2      | 1     | 1     | 4        | 3         | moyo_formed                                                           
invasion | invasion14.sgf | game_tail    | 63   | B   | L8    | -0.03  | -0.25   | 0     | 0.589 | 0.873    | Y       | 42   | -27   | 2      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion14.sgf | game_tail    | 64   | W   | S16   | -0.56  | -8.07   | 4     | 0.000 | -0.919   | N       | 66   | 24    | 4      | 0     | 3     | 2        | 3         | capture,cut_created,local_fight,moyo_formed                           
invasion | invasion14.sgf | game_tail    | 65   | B   | G18   | 0.02   | -0.86   | 0     | 0.353 | 0.886    | N       | 43   | -23   | 2      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
invasion | invasion14.sgf | game_tail    | 66   | W   | R5    | -0.16  | -2.83   | 2     | 0.286 | 0.011    | N       | 60   | 17    | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing,moyo_formed                                      
invasion | invasion15.sgf | game_tail    | 15   | B   | M2    | -0.04  | -0.19   | 0     | 0.765 | 0.566    | N       | 11   | -3    | 2      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion15.sgf | game_tail    | 16   | W   | O2    | -0.06  | -0.20   | 0     | 0.992 | -0.911   | N       | 16   | 5     | 4      | 2     | 0     | 6        | 0         | connection_attempt                                                    
invasion | invasion15.sgf | game_tail    | 17   | B   | N5    | -0.10  | -0.86   | 0     | 0.762 | 0.788    | N       | 11   | -5    | 2      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 18   | W   | L3    | -0.04  | -0.10   | 1     | 0.362 | -0.272   | N       | 18   | 7     | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 19   | B   | O5    | -0.80  | -8.29   | 2     | 0.000 | 0.759    | N       | 14   | -4    | 4      | 1     | 1     | 6        | 5         | -                                                                     
invasion | invasion15.sgf | game_tail    | 20   | W   | C8    | -1.11  | -10.27  | 1     | 0.000 | -0.684   | N       | 19   | 5     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 21   | B   | L2    | -0.36  | -3.12   | 1     | 0.000 | 0.781    | N       | 13   | -6    | 3      | 1     | 1     | 4        | 3         | -                                                                     
invasion | invasion15.sgf | game_tail    | 22   | W   | R3    | 0.28   | 1.42    | 0     | 0.395 | -0.878   | N       | 19   | 6     | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 23   | B   | J3    | 0.03   | 0.88    | 0     | 0.820 | 0.789    | N       | 13   | -6    | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 24   | W   | D6    | -0.08  | -0.35   | 2     | 0.198 | -0.792   | N       | 20   | 7     | 2      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 25   | B   | Q11   | -0.00  | 0.32    | 0     | 0.721 | 0.863    | N       | 15   | -5    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 26   | W   | L17   | -0.15  | -0.79   | 3     | 0.202 | -0.603   | N       | 20   | 5     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 27   | B   | N17   | 0.10   | 0.83    | 0     | 0.308 | 0.797    | N       | 27   | 7     | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion15.sgf | game_tail    | 28   | W   | F16   | -0.04  | -0.10   | 3     | 0.000 | -0.806   | N       | 20   | -7    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion15.sgf | game_tail    | 29   | B   | H16   | -0.27  | -2.26   | 3     | 0.000 | 0.607    | N       | 30   | 10    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion16.sgf | position_all | 1    | B   | J16   | -0.01  | 0.13    | 0     | 0.668 | 0.476    | N       | 16   | 16    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 8    | W   | K16   | 0.03   | 0.56    | 4     | 0.000 | -0.691   | N       | 5    | -3    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 9    | B   | K4    | -0.18  | -2.72   | 1     | 0.000 | 0.736    | N       | 9    | 4     | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 10   | W   | Q5    | 0.12   | 0.36    | 0     | 0.698 | -0.544   | N       | 4    | -5    | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 11   | B   | O4    | -0.10  | -1.25   | 0     | 0.320 | 0.697    | N       | 6    | 2     | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 12   | W   | R3    | 0.12   | 1.39    | 0     | 0.386 | 0.031    | N       | 4    | -2    | 1      | 0     | 1     | 3        | 3         | -                                                                     
invasion | invasion17.sgf | game_tail    | 13   | B   | R2    | 0.13   | 1.64    | 1     | 0.344 | 0.802    | N       | 16   | 12    | 1      | 0     | 1     | 3        | 2         | -                                                                     
invasion | invasion17.sgf | game_tail    | 14   | W   | R4    | -0.05  | -0.41   | 0     | 0.850 | -0.625   | N       | 4    | -12   | 2      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 15   | B   | S2    | 0.02   | -0.02   | 0     | 0.854 | 0.802    | N       | 18   | 14    | 2      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 16   | W   | R7    | 0.09   | 0.54    | 0     | 0.282 | -0.745   | N       | 5    | -13   | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 17   | B   | P6    | 0.08   | 0.29    | 1     | 0.186 | 0.436    | N       | 26   | 21    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion17.sgf | game_tail    | 18   | W   | Q9    | 0.07   | 1.05    | 0     | 0.458 | -0.755   | N       | 7    | -19   | 1      | 0     | 1     | 3        | 3         | -                                                                     
invasion | invasion17.sgf | game_tail    | 19   | B   | Q10   | 0.02   | 0.63    | 0     | 0.558 | 0.898    | N       | 32   | 25    | 1      | 0     | 1     | 3        | 2         | moyo_formed                                                           
invasion | invasion17.sgf | game_tail    | 20   | W   | Q8    | 0.05   | 0.54    | 0     | 0.968 | -0.834   | N       | 9    | -23   | 2      | 1     | 0     | 4        | 0         | -                                                                     
invasion | invasion17.sgf | game_tail    | 21   | B   | R10   | -0.02  | -0.45   | 0     | 0.772 | 0.900    | N       | 33   | 24    | 2      | 2     | 0     | 6        | 0         | connection_attempt,moyo_formed                                        
invasion | invasion17.sgf | game_tail    | 22   | W   | R17   | -0.62  | -6.88   | 2     | 0.000 | -0.617   | N       | 11   | -22   | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion18.sgf | game_tail    | 27   | B   | S7    | -1.32  | -13.45  | 3     | 0.000 | 0.685    | N       | 38   | 11    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 28   | W   | R15   | -0.16  | -1.38   | 0     | 0.304 | -0.279   | N       | 29   | -9    | 0      | 0     | 1     | 3        | 3         | -                                                                     
invasion | invasion18.sgf | game_tail    | 29   | B   | Q16   | -0.84  | -8.13   | 1     | 0.408 | 0.954    | N       | 41   | 12    | 4      | 1     | 0     | 5        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 30   | W   | P11   | -0.94  | -8.82   | 2     | 0.000 | -0.656   | N       | 30   | -11   | 0      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion18.sgf | game_tail    | 31   | B   | N12   | -0.73  | -7.13   | 4     | 0.000 | 0.666    | N       | 40   | 10    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 32   | W   | Q13   | -0.55  | -5.23   | 3     | 0.000 | -0.713   | N       | 29   | -11   | 2      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion18.sgf | game_tail    | 33   | B   | L13   | -0.73  | -6.80   | 2     | 0.000 | 0.628    | N       | 42   | 13    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 34   | W   | P15   | -1.06  | -11.68  | 1     | 0.000 | -0.838   | N       | 27   | -15   | 3      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion18.sgf | game_tail    | 35   | B   | Q15   | 0.05   | -0.71   | 0     | 0.501 | 0.930    | N       | 41   | 14    | 5      | 1     | 2     | 5        | 2         | cut_created,moyo_formed                                               
invasion | invasion18.sgf | game_tail    | 36   | W   | P14   | 0.12   | 1.03    | 0     | 0.918 | -0.878   | N       | 27   | -14   | 4      | 1     | 1     | 4        | 3         | -                                                                     
invasion | invasion18.sgf | game_tail    | 37   | B   | O13   | 0.05   | 1.35    | 3     | 0.000 | 0.683    | N       | 43   | 16    | 3      | 1     | 0     | 5        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 38   | W   | N17   | -0.09  | -1.21   | 0     | 0.699 | -0.884   | N       | 29   | -14   | 3      | 0     | 1     | 3        | 4         | -                                                                     
invasion | invasion18.sgf | game_tail    | 39   | B   | K16   | -0.93  | -10.85  | 2     | 0.000 | 0.651    | N       | 45   | 16    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion18.sgf | game_tail    | 40   | W   | R10   | 0.10   | 0.20    | 0     | 0.428 | -0.786   | N       | 30   | -15   | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion18.sgf | game_tail    | 41   | B   | C8    | -0.31  | -1.59   | 3     | 0.000 | 0.584    | N       | 45   | 15    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 93   | B   | J6    | -0.69  | -2.51   | 4     | 0.000 | 0.568    | N       | 61   | 28    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 94   | W   | L9    | -0.18  | -1.20   | 3     | 0.000 | -0.757   | N       | 33   | -28   | 1      | 0     | 0     | 4        | 0         | -                                                                     
invasion | invasion19.sgf | game_tail    | 95   | B   | L16   | -1.40  | -5.72   | 2     | 0.000 | 0.830    | N       | 62   | 29    | 6      | 1     | 1     | 5        | 2         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 96   | W   | M16   | -0.21  | -1.62   | 0     | 0.728 | -0.592   | N       | 35   | -27   | 6      | 0     | 3     | 2        | 3         | capture,cut_created                                                   
invasion | invasion19.sgf | game_tail    | 97   | B   | L8    | -0.65  | -5.00   | 3     | 0.000 | 0.227    | N       | 62   | 27    | 2      | 0     | 1     | 3        | 3         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 98   | W   | O19   | -0.25  | -0.90   | 3     | 0.000 | -0.965   | N       | 35   | -27   | 4      | 1     | 1     | 2        | 2         | tenuki_after_forcing,weak_group_candidate                             
invasion | invasion19.sgf | game_tail    | 99   | B   | S19   | 0.08   | 1.27    | 0     | 0.818 | 0.955    | N       | 62   | 27    | 4      | 0     | 1     | 2        | 2         | weak_group_candidate,moyo_formed                                      
invasion | invasion19.sgf | game_tail    | 100  | W   | T18   | 0.03   | 0.36    | 3     | 0.000 | 0.957    | N       | 35   | -27   | 3      | 1     | 0     | 3        | 0         | -                                                                     
invasion | invasion19.sgf | game_tail    | 101  | B   | T17   | -0.09  | -0.53   | 1     | 0.484 | 0.995    | N       | 61   | 26    | 5      | 1     | 1     | 4        | 2         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 102  | W   | E2    | 0.07   | 0.43    | 0     | 0.359 | 0.651    | N       | 35   | -26   | 2      | 0     | 1     | 3        | 3         | tenuki_after_forcing                                                  
invasion | invasion19.sgf | game_tail    | 103  | B   | E3    | 0.87   | 4.78    | 0     | 0.902 | 0.954    | N       | 62   | 27    | 4      | 1     | 2     | 4        | 2         | cut_created,moyo_formed                                               
invasion | invasion19.sgf | game_tail    | 104  | W   | F2    | 0.84   | 4.41    | 0     | 0.268 | 0.818    | N       | 35   | -27   | 3      | 1     | 1     | 3        | 3         | -                                                                     
invasion | invasion19.sgf | game_tail    | 105  | B   | G2    | -0.03  | -0.07   | 0     | 0.709 | 0.991    | Y       | 62   | 27    | 5      | 1     | 1     | 6        | 2         | moyo_formed                                                           
invasion | invasion19.sgf | game_tail    | 106  | W   | M9    | -1.92  | -7.51   | 3     | 0.000 | -0.911   | N       | 35   | -27   | 2      | 1     | 0     | 5        | 0         | -                                                                     
invasion | invasion19.sgf | game_tail    | 107  | B   | R3    | -0.80  | -0.20   | 2     | 0.094 | -0.006   | N       | 61   | 26    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
invasion | invasion2.sgf  | game_tail    | 25   | B   | G2    | -0.06  | -1.23   | 2     | 0.000 | 0.553    | N       | 12   | -22   | 4      | 0     | 1     | 3        | 2         | -                                                                     
